text,label
Wurzeln heben den Belag an und beschädigen ihn. Nachts ist das durch den Schatten der Bäume mit einer Standard-Radbeleuchtung nicht auszumachen. Es besteht teilweise Sturzgefahr.,Gefahrenstelle
Beschilderung nach Umbau des Kreuzungsbereichs fehlt.,Markierung oder Schild
"Bei der Einmündung des Radweges ""Am Kanal"" in die Straße ""Am Kanal"" ist die Sicht nach links durch parkende Fahrzeuge verstellt. Lösung: letzter Parkplatz entfernen und baulich gegen Falschparken absichern",Gefahrenstelle
Radwegführung nach Kreuzung nicht durch Markierung erkennbar.,Markierung oder Schild
KFZ fahren hier zu schnell und achten nicht auf Rechtskommende. Ca. 50% der Fahrzeuge fahren ohne zu schauen und ohne Geschwindigkeitsreduktion durch.,Gefahrenstelle
Ampel weist Radfahrer falsch in Gegenrichtung.,Ampel
Betonmischer hält auf dem Radweg beim Bau.,Hindernis
"Ob eine provisorische Endhaltestelle ist, weiß ich nicht, aber die Situation in Hebragasse ist äußerst unangenehm. Es ragen einige Autos über die Parkflächen hinaus. Lösung wären Längsparkplätze.",Hindernis
Ampel für Radfahrer fehlt auf dem neuen Radweg.,Ampel
Aus unverständlichen Gründen ist die Ampelschaltung für Radfahrer und Fußgänger deutlich kürzer grün als die parallel vorhandene Ampel ür die EInbieger zum Ring.,Ampel
Schwere Regenrinne nach Sturm auf Fahrbahn.,Hindernis
An der Kreuzung mit dem Währinger Gürtel steht ein Linksabbiegegebot ohne Ausnahme für Radfahrer. Dadurch ist das Geradeausfahren in die Fuchsthallergasse illegal obwohl an der vorherigen Kreuzung eine Ausnahme für Fahrräder besteht.,Markierung oder Schild
Radweg-Symbol fehlt bei neuer Unterführung.,Markierung oder Schild
"Wenn man von der Hollandstraße oder Obere Donaustraße von Norden kommt, ist die Ampelschaltung viel zu kurz. Ich fahre dort jeden Tag und jedes mal schaltet sie vor meiner Nase auf rot.",Ampel
"Werte Damen und Herren, Albertgasse Ecke Josefstädterstraße befindet sich derzeit eine Baustelle der Wiener Linien. Die Durchfahrt für Kfz ist gesperrt, für Radfahrer leider auch. Obwohl der Radweg fein säuberlich freigehalten wurde, steht hier , wie zufleiß hingestellt, ein Fahrverbot für Radfahrer.",Markierung oder Schild
Kreuzung Gürtel/Mariahilfer Straße unübersichtlich für Radfahrer.,Gefahrenstelle
Ampelphase für Radfahrer nicht mit Straßenbahn koordiniert.,Ampel
Hier würde sich eine Begegnungszone bei zahlreichen Geschäften und Schulen sehr anbieten!,Lückenschluss
